new/used,name,milage,price,id,drive mode,fuel consumption,fuel type,accident history,clean title,one owner?,personal use,factory recall
Used,2013 Subaru Impreza 2.0i Limited," 115,576 mi.","$9,990",6523a965-d99d-4cbd-b037-44176a863abf,27–36,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2017 Kia Forte LX," 55,072 mi.","$10,490",142f9320-b411-414a-99e5-53a9d2d4c407,25–34,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2020 Ford Escape SEL," 34,569 mi.","$24,749",becaea16-0ca4-403a-8f32-5abb98a83fcc,26–31,All-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2020 Ford Edge SE," 54,386 mi.","$20,995",faab04bf-2aea-4f88-acbd-cbf91e2244cd,21–28,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2017 Jeep Wrangler Sahara," 83,438 mi.","$25,995",d6ccf54e-316e-49b4-afd6-3e07b1adc464,17–21,Four-wheel Drive ,Gasoline ,None reported,Yes,No,No,
Used,2020 Mazda MX-5 Miata Grand Touring," 38,332 mi.","$26,596",1b34a56c-3556-459c-9ecf-d3d4741f2ac5,26–34,Rear-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
BMW Certified,2022 BMW X3 xDrive30i," 13,720 mi.","$45,971",56d304ae-b42e-473a-92c8-9f23e3593f5a,21–28,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Audi Certified,2021 Audi SQ8 4.0T quattro Premium Plus," 43,020 mi.","$71,999",f09b1b68-4ead-4c8e-81bc-616da2aa95a3,15–21,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2017 Subaru WRX STI Limited," 74,631 mi.","$26,569",5eba11da-36dc-4c2e-9ef2-c19e86d5be7d,"0–0

",All-wheel Drive ,– ,None reported,,No,Yes,At least 1 open recall reported
Mercedes-Benz Certified,2021 Mercedes-Benz AMG GT 63 S 4-Door," 21,774 mi.","$132,000",68efb496-468f-4b5c-af0c-5c7037410e31,16–21,All-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2021 Dodge Charger SXT," 63,413 mi.","$20,495",c59b889d-6e3e-4651-aad6-9b90e51d60df,19–30,Rear-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2017 INFINITI QX30 Sport," 75,410 mi.","$18,809",a8cc2618-6b57-4d07-88cd-98f0d78d285d,"0–0

",Front-wheel Drive ,– ,At least 1 accident or damage reported,,No,Yes,
Used,2021 Ford Bronco Badlands," 34,322 mi.","$48,998",0f9681d6-a35c-40e2-aa3e-1a70d325b6d4,16–18,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
Used,1996 Ford Mustang SVT Cobra," 21,426 mi.","$18,569",2c252018-1c4b-40cb-b236-d6b15bbb0b7d,18–26,– ,Gasoline ,None reported,,No,Yes,
Used,2019 Hyundai Santa Fe Ultimate 2.0T," 79,276 mi.","$20,995",286ee4eb-342f-409e-b7e9-8ad2dfe3c4e5,20–25,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2019 Ford Fusion SE," 91,171 mi.","$13,281",4baeff0a-eb35-42d6-b3de-7175e02597d0,23–34,Front-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2021 Jeep Compass Limited," 47,217 mi.","$20,995",fe34a484-efd2-4b52-8dab-b021a97fbbb4,22–30,Four-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2014 Buick Enclave Premium," 104,059 mi.","$11,995",b3b8316b-9ee2-4884-8bf1-640e8dc97104,17–24,Front-wheel Drive ,Gasoline ,None reported,,No,Yes,At least 1 open recall reported
Used,2016 Chevrolet Cruze Limited 1LT," 102,120 mi.","$11,315",d3d8d7ce-d3f3-4234-8f82-6d0bb4fb6c22,26–38,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2020 Ford Escape SEL," 38,897 mi.","$21,343",ca4b2c51-92af-49b6-a3ed-de9b217dda7b,26–31,All-wheel Drive ,Gasoline ,None reported,,No,No,At least 1 open recall reported
,,,,29cac1fd-1134-4b90-9c3e-08ae5f0a9f09,,,,,,,,
Used,2023 Jeep Compass Trailhawk, 565 mi.,"$35,418",9c793856-3df9-4700-9b3b-56b24001cb42,24–32,Four-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2019 GMC Yukon XL SLT," 110,488 mi.","$34,088",5e6fd49b-332c-4400-bf0b-4a6c892ab6e5,14–21,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2021 Honda Odyssey EX," 38,420 mi.","$32,519",2f180e63-1a86-4266-9137-32a0eac16a53,19–28,Front-wheel Drive ,Gasoline ,None reported,,No,No,At least 1 open recall reported
Used,2020 Chevrolet Malibu 1LS," 109,636 mi.","$13,991",8372096e-d408-4c10-80cd-5371fdbfa8bd,29–36,Front-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2021 Ford Edge SEL," 18,947 mi.","$26,327",0ed9f394-4c24-4d63-b2e2-5b76611ac2fe,21–28,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2021 Jeep Compass Latitude," 9,661 mi.","$23,313",ea5cfde3-c660-4ff7-ba55-3b602fecd23e,22–30,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Ford F-150 Lariat," 16,412 mi.","$73,481",593d592f-e63b-4b41-a4ea-b217abf9bbfe,18–23,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2023 Hyundai Santa Fe SE," 8,666 mi.","$25,998",5fc60971-6d4f-4167-bee6-ed36149c90a3,22–25,All-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2010 Mazda MX-5 Miata Grand Touring," 52,980 mi.","$14,960",b5d0df61-ac71-4b17-ba84-974b91c7ee26,21–28,Rear-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2020 Kia Sorento LX," 61,980 mi.","$19,076",54792def-90bc-4216-8c05-31ac9a426687,22–29,Front-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2019 Buick Enclave Essence," 70,162 mi.","$21,538",22068fb8-c1a2-446e-82bd-7d40931f9155,18–26,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2007 Volkswagen Eos 2.0T," 106,500 mi.","$8,550",86867d72-3680-45f1-b814-ba4cfd7c3222,,,,None reported,Yes,No,Yes,
Used,2021 Buick Enclave Essence," 32,264 mi.","$29,988",bf5a8cdc-39da-4b1d-9319-93e12c700e0c,18–26,Front-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Ford Escape Titanium," 69,696 mi.","$22,999",bbee6a20-de8c-4eb3-be54-4ba5a15b48b0,23–31,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2018 Chevrolet Cruze LT," 74,312 mi.","$14,992",add990b7-d728-4e70-bc42-49dd6e27aca8,29–38,Front-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2018 Jeep Grand Cherokee Limited," 91,229 mi.","$20,827",04d5fc28-78df-47f5-a35f-b3d4bfed617d,18–25,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2023 Buick Enclave Essence," 9,728 mi.","$41,980",08dccb18-ef23-49cc-b698-88f53a3a944b,17–25,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2018 Ford Edge SEL," 29,640 mi.","$21,333",e2aaed0f-d64f-4da1-a091-16698f1b6344,20–27,All-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2015 Nissan Murano SL," 92,372 mi.","$15,615",adae7ef0-b216-47d7-bc14-52573f510dfa,"0–0

",All-wheel Drive ,– ,At least 1 accident or damage reported,,Yes,Yes,
Used,2021 Jeep Cherokee Latitude Lux," 37,288 mi.","$26,998",defb3233-b98c-4e13-8677-f0a3c20570bf,19–27,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,
Used,2020 Buick Enclave Essence," 25,109 mi.","$30,998",07d3f11a-6e28-4a8f-9ccb-7f5aefc8b981,18–26,Front-wheel Drive ,Gasoline ,None reported,Yes,Yes,No,
Used,2022 Ford Escape Titanium," 5,495 mi.","$30,495",b90be9d9-ec44-49f3-9396-2588c19b87f7,"0–0

",All-wheel Drive ,– ,None reported,,Yes,Yes,
Used,2020 Ford F-150 XL," 29,015 mi.","$35,998",355d8d9c-4554-49af-ae6f-bef6ae20e591,–,Four-wheel Drive ,– ,None reported,Yes,Yes,No,At least 1 open recall reported
Used,2021 Chevrolet Silverado 1500 LTZ," 7,201 mi.","$44,997",57a7266f-6cc9-4436-9af1-45c9fb40337e,14–21,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2017 Ford Mustang EcoBoost Premium," 71,833 mi.","$15,950",cd51f264-d005-4ce6-9995-8bd9266d1d9e,21–30,Rear-wheel Drive ,Gasoline ,None reported,,No,No,At least 1 open recall reported
Used,2018 Jeep Grand Cherokee Limited," 174,210 mi.","$17,999",17e2b8c7-4f8b-4679-a583-92800a4c07c1,18–25,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,No,
Used,2016 MINI Hardtop Cooper S," 86,862 mi.","$12,995",f998152e-fe1a-4adf-a2a0-364b831c9e89,23–33,Front-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2023 Ford Bronco Raptor," 4,124 mi.","$92,995",60e9d254-63fa-41c4-898b-77126688e861,15–16,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2022 Chevrolet Silverado 2500 LTZ," 55,688 mi.","$59,964",a2b63a3c-b158-4ee9-9a72-fe33e0615738,–,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2017 Honda Pilot Elite," 166,814 mi.","$18,500",92151174-2945-4474-a029-c8d30c0d5736,19–26,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2018 Buick Enclave Premium," 71,950 mi.","$23,995",0c3c6e2b-49f4-4b76-854e-1c2ab85b2326,17–25,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2017 Buick Enclave Convenience," 89,345 mi.","$15,980",3892f0a0-1a73-42a6-9a7a-5efffdafcbae,15–22,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,At least 1 open recall reported
Used,2007 Honda Element SC," 141,142 mi.","$12,676",28598d34-1559-4d10-83eb-d5b612e55e15,22–25,Front-wheel Drive ,Gasoline ,None reported,,No,Yes,At least 1 open recall reported
Used,2020 Jeep Cherokee Limited," 95,436 mi.","$21,995",a876d34c-6665-4451-899c-497fd9ec130e,19–27,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2021 Audi SQ8 4.0T quattro Premium Plus," 49,952 mi.","$72,700",990e67c9-00ac-43c9-aece-a3e7fd8137d9,15–21,All-wheel Drive ,Gasoline ,None reported,,No,Yes,At least 1 open recall reported
Used,2019 Subaru WRX STI Base," 41,307 mi.","$35,490",d6f9f0bb-a276-4fd4-b241-fbdf74052596,17–22,All-wheel Drive ,Gasoline ,None reported,,No,Yes,At least 1 open recall reported
Used,2023 Ford Bronco Outer Banks," 6,749 mi.","$53,642",3f8d525d-3ab1-433c-be20-f2eda3cb04d2,20–21,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
Used,2013 Audi A5 2.0T Premium," 91,125 mi.","$11,995",8d7ed93e-59e2-4474-a0e0-7d9e3dce887b,24–31,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2019 RAM 1500 Big Horn," 65,789 mi.","$30,989",ad500bc2-4682-45bd-9730-b85713b9ea47,19–24,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,No,Yes,
Used,2019 Honda Odyssey EX-L," 64,795 mi.","$24,989",0da3ec41-c6f5-4ac2-ba28-c4a799cb8cc1,19–28,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,No,No,At least 1 open recall reported
Used,2021 Mercedes-Benz AMG GT 63 4-Door," 14,976 mi.","$115,000",a7b7a63b-0399-46e0-9106-bf6319bfbc42,16–21,All-wheel Drive ,Gasoline ,None reported,Yes,No,Yes,
Used,2012 Hyundai Sonata GLS," 85,825 mi.","$8,486",84f297ff-6327-4f85-bf1f-5d6f28487a2b,24–35,Front-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2019 Kia Optima LX," 38,536 mi.","$16,987",c55eec05-70d4-4996-8bfb-2c04a663f36f,24–33,Front-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2016 Jeep Cherokee Latitude," 49,111 mi.","$15,964",5c6ecdff-e19e-4226-b2fa-8cad35531744,22–31,Front-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2016 Kia Optima EX," 105,353 mi.","$12,696",0215de8f-4d4a-4047-8bd5-094cb0bbdb54,24–35,Front-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2019 Nissan Rogue S," 50,949 mi.","$17,991",6a1a0f59-2cf7-40d5-ab1a-d4b5ca15d0f3,26–33,Front-wheel Drive ,Gasoline ,None reported,,No,Yes,At least 1 open recall reported
Used,2020 Lexus IS 300 Base," 33,389 mi.","$30,867",8f230417-3eed-4454-8acf-2555fb71719e,18–24,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2010 Subaru Forester 2.5X Premium," 105,953 mi.","$8,995",fc05bf4f-1d40-4b9a-ad1c-ac60fee7b784,–,All-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2018 Buick Envision Preferred," 85,433 mi.","$18,435",d334146d-63e0-4d55-921e-ca2fe9cc7e72,22–29,Front-wheel Drive ,E85 Flex Fuel ,None reported,,Yes,Yes,
Chevrolet Certified,2019 Chevrolet Equinox LS," 47,482 mi.","$20,988",ab0c548c-7393-4250-b726-b89854be93b5,25–30,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2018 Ford Expedition Max XLT," 110,722 mi.","$26,940",81fffafa-49c1-4fee-b412-b043853f56ec,16–21,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2017 Honda Civic LX," 45,747 mi.","$17,955",4cfeb2a6-5614-4c68-8e79-baabd05a6b36,31–40,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2020 Jeep Compass Sport," 50,370 mi.","$18,500",17c4448f-149c-408e-906d-896c3112caf9,22–31,Four-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2020 GMC Yukon XL SLT," 60,891 mi.","$45,352",4d7ee87e-5148-4a1e-af33-3e9e4c4cef1b,14–21,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2017 Ford F-150 Lariat," 109,467 mi.","$26,499",8b48d56b-bd3a-44a9-a637-e206c9d57649,–,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2018 Buick Enclave Premium," 110,051 mi.","$20,449",4dee50f4-6a18-4c24-9d4c-627f7b2d37ef,17–25,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2017 Ford Explorer Platinum," 55,471 mi.","$26,995",e3ccb18a-8147-40e4-806f-feb54bf219d3,16–22,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2022 Jeep Cherokee Latitude Lux," 17,508 mi.","$30,399",88be2538-732a-4b97-ae28-226728579b60,–,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,No,
Used,2021 Volkswagen Tiguan 2.0T S," 38,052 mi.","$20,280",8c461fd9-ccf4-4255-9bbe-0ab1ba4e2932,21–27,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2021 Jeep Grand Cherokee L Limited," 25,948 mi.","$41,812",69fea749-6c01-493a-9ccf-189ae7b108b5,18–25,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2020 Jeep Cherokee Latitude Plus," 60,705 mi.","$20,900",2f95e13b-9276-4f5a-a4af-cf024ac8c2c9,21–29,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2021 Ford F-150 Lariat," 93,023 mi.","$40,000",62319e4f-db36-46bf-8663-2395fa49dd85,17–23,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2021 Jeep Compass Trailhawk," 61,079 mi.","$21,800",74603bd9-a09a-40bb-a35d-3137e170c79d,22–30,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2021 Kia K5 GT-Line," 25,456 mi.","$24,350",e33aeae3-9190-44c2-b8a9-38d017ca068f,27–37,Front-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2022 Kia K5 GT," 50,312 mi.","$29,795",ae9b7a4a-075f-4027-ad2e-065875c1010a,24–32,Front-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2015 Ford F-150 XLT," 121,363 mi.","$21,750",39985006-11a4-4028-bdeb-5e835b701a48,–,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2020 Audi Q8 55 Prestige," 47,948 mi.","$57,995",9cb4543a-5e1f-495e-a98a-ff457a3e3f32,17–21,All-wheel Drive ,Gasoline ,None reported,Yes,No,No,
Chevrolet Certified,2021 Chevrolet Silverado 1500 RST," 53,704 mi.","$37,213",9a0d2c9f-7cc2-4fbb-839e-41c2c925e5aa,19–22,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
,,,,fb2a83f1-b5b2-4003-807d-603a42f402f3,,,,,,,,
Used,2016 Honda Accord EX-L," 77,728 mi.","$18,488",1b0c8e97-f8cc-4b9a-9f40-d40703b057de,26–35,Front-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2020 Kia Optima SE," 29,854 mi.","$21,938",fa3fb657-ef2e-4c8e-8b9d-ad940335eb82,24–32,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2020 Ford F-150 XLT," 35,244 mi.","$32,486",810bff5c-7413-4e7a-81ec-005cfcf103b8,18–23,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2019 Ford F-150 XLT," 63,759 mi.","$30,739",2bac4f0f-de56-4de2-ad4e-9704110d8ef3,18–23,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2014 Ford F-150 XLT," 104,569 mi.","$23,962",debd6b66-c2a7-4704-9d81-7614dd64c2f6,14–19,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2017 Jeep Wrangler Unlimited Sahara," 129,465 mi.","$23,496",cf4ef644-2754-4025-837f-233e5acc5cd3,16–21,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2021 Ford Edge SEL," 10,172 mi.","$29,500",4cca88e8-0855-43f1-8d1c-66c328390c86,21–28,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2012 Hyundai Tucson GLS," 102,454 mi.","$9,453",06fb5d5b-815b-41ef-8ac5-4c63057a7bc0,21–30,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,At least 1 open recall reported
Used,2021 Mazda CX-30 Premium Package," 24,622 mi.","$24,959",7a7779b1-b1b9-421b-8c93-a882e94d9cef,24–31,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2016 Buick Enclave Premium," 92,021 mi.","$17,199",6e2658c5-a641-4677-8377-c0efca7505a0,15–22,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,No,No,At least 1 open recall reported
,,,,5194705b-723c-4a86-a1f0-37e9588cbf3a,,,,,,,,
Used,2019 Buick Enclave Essence," 30,612 mi.","$27,992",c8d85e14-5554-42e7-8bb4-7408a382ea16,17–25,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,No,
Used,2020 Lexus NX 300 Base," 22,573 mi.","$33,998",be345476-db44-46fd-84cc-61a58fa7f757,22–28,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,No,
Used,2016 Kia Optima EX," 20,566 mi.","$18,998",290db41a-5a78-40ce-8b2d-a92384a39085,24–35,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,No,At least 1 open recall reported
Used,2008 Mazda MX-5 Miata Grand Touring," 54,991 mi.","$13,997",dd1eddfa-6cdc-44e2-ae47-e88b8503ed7b,20–27,Rear-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2020 Ford F-150 XLT," 24,576 mi.","$36,998",50e0385e-c2ea-4b62-89eb-7c3a199e1818,18–23,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,No,At least 1 open recall reported
Used,2020 Buick Encore Preferred," 25,005 mi.","$18,198",bd98a66f-f8e1-472f-af7d-88b64bd1deed,25–30,Front-wheel Drive ,Gasoline ,None reported,Yes,Yes,No,
Used,2023 Hyundai Tucson SEL," 2,316 mi.","$27,977",29f12231-9393-4ca6-beac-3fb90a93b5f1,23–28,All-wheel Drive ,Gasoline ,None reported,,No,No,At least 1 open recall reported
Used,2022 Mazda CX-30 2.5 S Carbon Edition," 11,911 mi.","$26,333",26711bb0-63a0-45ba-88d1-7e79d11c7e88,24–31,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2019 Jeep Compass Sport," 73,640 mi.","$15,995",3f3eda52-4098-42d3-ab9c-66746a9bfac9,22–31,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2020 Jeep Cherokee Latitude Plus," 79,627 mi.","$18,665",e361ecb0-6425-43db-a421-16174dafe1b8,21–29,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2019 Buick Enclave Premium," 99,320 mi.","$18,500",ba6d0132-79e1-4c8f-8958-57879c1a5301,17–25,All-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2021 Jeep Compass Latitude," 32,000 mi.","$19,807",27e7472d-55a5-43d2-9914-85123a27238a,22–30,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2017 Buick Enclave Leather," 100,245 mi.","$18,670",453d8036-6e19-4aad-9f11-5cdf7b1eef1c,15–22,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,At least 1 open recall reported
Used,2021 Volkswagen Tiguan 2.0T SE," 62,202 mi.","$18,714",e59f38b5-f0c7-44df-be88-0613343f6f1f,21–27,All-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2014 Jeep Compass Sport," 119,634 mi.","$6,500",c20e4ded-4d76-49da-8328-d3d35ebb69e5,23–30,Front-wheel Drive ,Gasoline ,None reported,Yes,No,No,
Used,2018 Kia Optima EX," 90,064 mi.","$13,887",f25f291b-32d7-4884-a504-52a87e86a5a7,24–34,Front-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
Used,2022 Kia Soul EX," 4,116 mi.","$20,725",7469d32b-b8e4-46d7-97dd-854d5027a0b5,28–33,Front-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2023 Buick Enclave Premium," 18,663 mi.","$45,983",7d2021a0-bca3-432a-b2c4-a16d79e13976,17–25,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2019 Buick LaCrosse Avenir," 103,623 mi.","$24,492",b2b41a60-14e2-45f6-8a3b-28c79b546613,20–29,All-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2014 RAM ProMaster 1500 Tradesman," 113,769 mi.","$18,495",766a871b-d780-4579-92c4-c083dee00834,–,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2022 Chrysler Pacifica Touring L," 35,502 mi.","$28,999",f86572ae-cf47-4c12-ab4e-401b53388181,19–28,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,No,
Used,2018 Subaru WRX STI Base," 69,840 mi.","$27,609",9196efc7-af9d-4a8f-95a4-1480950bd5e5,16–22,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2020 Mazda CX-30 Select," 65,987 mi.","$18,896",d8708829-1227-4941-9359-12769bd7fffe,25–33,Front-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2022 Mazda CX-30 Premium Package," 8,015 mi.","$27,778",664bf1de-831f-4ec9-99d7-42f7e32b02ff,24–31,All-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2022 Buick Enclave Premium," 45,723 mi.","$31,596",661620c7-a246-4172-9013-7404e0fe4f41,–,Front-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2021 Chevrolet Express 2500 Work Van," 73,462 mi.","$30,998",d58790a3-8cb0-4ad7-b513-6fc8f7eaec6f,–,Rear-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2022 Ford F-150 XLT, 433 mi.,"$47,845",e22d2402-7585-4f69-a2e6-9f2e3a88dcc1,18–23,Four-wheel Drive ,Gasoline ,None reported,,No,No,At least 1 open recall reported
Used,2017 Ford F-150 XL," 124,218 mi.","$17,888",78b4a275-a8a1-4642-b4a7-f64f082e0c13,19–26,Rear-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2019 Ford F-150 XL," 130,031 mi.","$27,530",4ef078fa-206b-4408-afa8-09891f79c320,19–24,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,No,
Used,2017 Chrysler Pacifica Limited," 121,115 mi.","$17,000",debe78dd-b26f-4cfd-9a7a-25e3af338821,19–28,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2021 Jeep Gladiator Overland," 6,753 mi.","$40,498",48e95089-f7ea-439a-9225-636c1476e1f1,14–22,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2015 Jeep Wrangler Unlimited Sport," 105,504 mi.","$20,000",40c83e36-ff9e-4458-a5a5-f8a98b291d95,16–21,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2019 Chevrolet Cruze LT," 97,556 mi.","$16,143",1f5341a9-4ccb-469d-a162-6070a8886ec3,28–38,Front-wheel Drive ,Gasoline ,None reported,Yes,No,No,
Used,2019 Buick Enclave Essence," 55,370 mi.","$26,980",25d374c8-2861-453d-a9b9-a382c9bffac0,17–25,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2023 Jeep Compass Sport," 3,558 mi.","$26,980",3d123b95-7b0a-46f2-824a-3882969cfbeb,24–32,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
Used,2020 Buick Enclave Premium," 28,449 mi.","$34,100",7df95504-93aa-4395-9aa0-1857aaa1e03f,18–26,Front-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2018 Ford F-150 XLT," 83,183 mi.","$25,833",7a14808c-bbbb-42ae-b34e-b91009e0e894,18–23,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Honda Certified,2022 Honda Accord Hybrid Sport," 27,937 mi.","$27,500",1071731d-7436-4e35-a6fa-6647c2511024,44–41,Front-wheel Drive ,Hybrid ,None reported,,Yes,Yes,
,,,,dc6e22c0-87b1-46a9-8578-f3c477589681,,,,,,,,
Honda Certified,2023 Honda Pilot Touring," 8,235 mi.","$48,337",c62b44df-4a01-4c48-a31d-eff32962bf27,19–25,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2006 Scion tC Base (A4)," 130,339 mi.","$6,875",fd150508-1ba2-469e-b61d-8de96aca4295,23–30,Front-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2021 Honda Passport Touring," 60,791 mi.","$29,989",9e677b05-219c-4ebf-92cb-cfdacbc2979e,19–24,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
